ano,sigla_uf,id_municipio,produto,area_destinada_colheita,area_colhida,quantidade_produzida,rendimento_medio_producao,valor_producao
2010,MG,3140001,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3112109,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3105905,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3103702,Café (em grão) Arábica,4470,4470,5096,1140,31247
2012,MG,3139508,Café (em grão) Arábica,6130,6130,9563,1560,61012
2012,MG,3119203,Café (em grão) Arábica,234,234,211,902,1132
2012,MG,3123528,Café (em grão) Arábica,5300,5300,8268,1560,52254
2012,MG,3117900,Café (em grão) Arábica,280,280,420,1500,2602
2012,MG,3110103,Café (em grão) Arábica,2800,2800,3024,1080,17504
2014,MG,3102803,Café (em grão) Arábica,300,300,270,900,1890
2017,MG,3145851,Café (em grão) Arábica,1,1,1,1000,7
2017,MG,3124807,Café (em grão) Arábica,2130,2130,5060,2376,38203
2017,MG,3168408,Café (em grão) Arábica,25,25,12,480,81
2022,MG,3115102,Café (em grão) Arábica,4550,4550,6432,1414,132058
2016,MG,3138351,Café (em grão) Arábica,50,50,60,1200,420
2017,MG,3121902,Café (em grão) Arábica,113,113,230,2035,1748
2022,MG,3138906,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3123809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3165560,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3101003,Café (em grão) Arábica,460,460,1656,3600,12420
2016,MG,3138401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3132206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3140803,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3124104,Café (em grão) Arábica,69,69,166,2406,1046
2012,MG,3169901,Café (em grão) Arábica,10,10,9,900,44
2023,MG,3162401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3126901,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3170404,Café (em grão) Arábica,3780,3780,9526,2520,197188
2016,MG,3163409,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3108008,Café (em grão) Arábica,2650,2650,5088,1920,41722
2016,MG,3132107,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3131802,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3133303,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3138625,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3170578,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3129400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3167202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3109600,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3134905,Café (em grão) Arábica,3900,3900,5362,1375,40215
2022,MG,3163300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3129301,Café (em grão) Arábica,50,50,60,1200,438
2016,MG,3150307,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3154507,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3157377,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3124609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3162658,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3136405,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3137601,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3143807,Café (em grão) Arábica,14,14,21,1500,420
2022,MG,3110509,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3163102,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3165701,Café (em grão) Arábica,92,92,144,1565,2880
2016,MG,3135100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3110400,Café (em grão) Arábica,1355,1355,1789,1320,11426
2012,MG,3105400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3101607,Café (em grão) Arábica,10900,10900,16350,1500,103267
2014,MG,3104601,Café (em grão) Arábica,180,180,194,1078,1118
2017,MG,3149309,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3163003,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3142601,Café (em grão) Arábica,2000,2000,3440,1720,25078
2017,MG,3122306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3144508,Café (em grão) Arábica,1090,1090,1733,1590,12166
2022,MG,3169802,Café (em grão) Arábica,1530,1530,2203,1440,44647
2016,MG,3123304,Café (em grão) Arábica,75,75,99,1320,812
2016,MG,3104452,Café (em grão) Arábica,400,400,432,1080,3024
2012,MG,3112505,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3136306,Café (em grão) Arábica,1285,1285,3623,2819,22678
2012,MG,3168002,Café (em grão) Arábica,822,822,2713,3300,16278
2012,MG,3121209,Café (em grão) Arábica,286,286,412,1441,2519
2012,MG,3148905,Café (em grão) Arábica,5,5,5,1000,31
2023,MG,3135209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3101607,Café (em grão) Arábica,10205,10205,20206,1980,99639
2013,MG,3171808,Café (em grão) Arábica,150,150,189,1260,794
2020,MG,3162401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3122702,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3162609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3117504,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3114907,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3159902,Café (em grão) Arábica,7300,7300,15768,2160,118260
2018,MG,3100807,Café (em grão) Arábica,900,900,1890,2100,13419
2021,MG,3103504,Café (em grão) Arábica,11760,11760,21874,1860,293112
2021,MG,3149101,Café (em grão) Arábica,2576,2576,3864,1500,52261
2019,MG,3128204,Café (em grão) Arábica,152,152,182,1197,1156
2019,MG,3136108,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3151503,Café (em grão) Arábica,11304,11304,14921,1320,99225
2019,MG,3139409,Café (em grão) Arábica,20920,20920,21338,1020,138697
2014,MG,3140159,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3115300,Café (em grão) Arábica,15,15,13,867,75
2014,MG,3111150,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3128709,Café (em grão) Arábica,5200,5200,9360,1800,65520
2014,MG,3168804,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3109105,Café (em grão) Arábica,1700,1700,1836,1080,12733
2017,MG,3122470,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3159100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3117836,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3108008,Café (em grão) Arábica,2940,2940,4234,1440,86277
2022,MG,3123700,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3123858,Café (em grão) Arábica,420,420,504,1200,3629
2016,MG,3113701,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3102050,Café (em grão) Arábica,3200,3200,6720,2100,51072
2010,MG,3108800,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3149705,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3145455,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3159209,Café (em grão) Arábica,200,200,336,1680,4645
2013,MG,3140100,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3159407,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3128402,Café (em grão) Arábica,55,55,62,1127,475
2020,MG,3109253,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3158102,Café (em grão) Arábica,3,3,2,667,15
2015,MG,3101904,Café (em grão) Arábica,4350,4350,7917,1820,51461
2011,MG,3160207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3129905,Café (em grão) Arábica,1400,1400,2352,1680,16864
2021,MG,3125309,Café (em grão) Arábica,650,650,468,720,6728
2021,MG,3157658,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3153202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3169208,Café (em grão) Arábica,1100,1100,1056,960,6811
2019,MG,3105103,Café (em grão) Arábica,3000,3000,3780,1260,25118
2014,MG,3154408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3166105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3147402,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3106903,Café (em grão) Arábica,2,2,2,1000,7
2013,MG,3146008,Café (em grão) Arábica,5340,5340,8330,1560,40034
2020,MG,3170800,Café (em grão) Arábica,560,560,1680,3000,13510
2020,MG,3123528,Café (em grão) Arábica,5500,5500,13200,2400,104907
2011,MG,3124203,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3167509,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3115474,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3102803,Café (em grão) Arábica,300,300,420,1400,3499
2018,MG,3116209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3153905,Café (em grão) Arábica,3,3,5,1667,35
2015,MG,3147303,Café (em grão) Arábica,205,205,246,1200,1722
2021,MG,3165602,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3124302,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3152170,Café (em grão) Arábica,105,105,63,600,378
2019,MG,3127305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3169901,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3172004,Café (em grão) Arábica,3,3,4,1333,55
2023,MG,3152808,Café (em grão) Arábica,3,3,3,1000,41
2023,MG,3133600,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3110806,Café (em grão) Arábica,6,6,3,500,13
2013,MG,3161205,Café (em grão) Arábica,3165,3165,3798,1200,18922
2020,MG,3169208,Café (em grão) Arábica,1200,1200,1800,1500,14085
2020,MG,3142205,Café (em grão) Arábica,435,435,653,1501,5315
2011,MG,3157906,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3144409,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3122801,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3146255,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3138500,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3115458,Café (em grão) Arábica,65,65,90,1385,945
2021,MG,3150158,Café (em grão) Arábica,2640,2640,3168,1200,44273
2019,MG,3131505,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3101904,Café (em grão) Arábica,5098,5098,10706,2100,69589
2012,MG,3139706,Café (em grão) Arábica,20,20,18,900,121
2023,MG,3163201,Café (em grão) Arábica,130,130,207,1592,2945
2023,MG,3107000,Café (em grão) Arábica,256,256,615,2402,8549
2023,MG,3170305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3154200,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3110509,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3148301,Café (em grão) Arábica,1500,1500,2160,1440,8640
2020,MG,3154606,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3153707,Café (em grão) Arábica,140,140,504,3600,3864
2020,MG,3163607,Café (em grão) Arábica,520,520,936,1800,7067
2011,MG,3127305,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3159308,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3154408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3142254,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3152907,Café (em grão) Arábica,176,176,169,960,2366
2021,MG,3136702,Café (em grão) Arábica,7,7,8,1143,112
2019,MG,3167707,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3127107,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3118106,Café (em grão) Arábica,40,40,36,900,228
2014,MG,3116803,Café (em grão) Arábica,30,30,22,733,143
2014,MG,3142254,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3129509,Café (em grão) Arábica,4200,4200,6300,1500,47250
2013,MG,3120300,Café (em grão) Arábica,5,5,3,600,13
2013,MG,3103108,Café (em grão) Arábica,110,110,76,691,266
2013,MG,3100302,Café (em grão) Arábica,5280,5280,5702,1080,26189
2013,MG,3124104,Café (em grão) Arábica,69,69,104,1507,468
2020,MG,3111309,Café (em grão) Arábica,3500,3500,8400,2400,66613
2020,MG,3161056,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3133204,Café (em grão) Arábica,220,220,264,1200,1962
2015,MG,3135803,Café (em grão) Arábica,20,20,18,900,108
2015,MG,3109907,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3100203,Café (em grão) Arábica,60,60,144,2400,2160
2019,MG,3113305,Café (em grão) Arábica,4000,4000,5040,1260,32256
2014,MG,3127008,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3127206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3124500,Café (em grão) Arábica,2,2,3,1500,42
2023,MG,3140308,Café (em grão) Arábica,2,2,3,1500,42
2023,MG,3150539,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3124500,Café (em grão) Arábica,3,3,1,333,5
2013,MG,3109006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3131158,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3157609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3117603,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3122603,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3159407,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3160454,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3134103,Café (em grão) Arábica,350,350,315,900,2020
2019,MG,3133808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3127339,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3146206,Café (em grão) Arábica,80,80,58,725,406
2023,MG,3143203,Café (em grão) Arábica,9925,9925,16079,1620,225428
2023,MG,3115102,Café (em grão) Arábica,5190,5190,8500,1638,117314
2013,MG,3141306,Café (em grão) Arábica,3623,3623,6521,1800,28758
2013,MG,3160900,Café (em grão) Arábica,6,6,4,667,19
2015,MG,3112653,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3132602,Café (em grão) Arábica,150,150,135,900,1018
2015,MG,3113206,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3115904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3135357,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3134806,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3139300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3160207,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3156304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3148004,Café (em grão) Arábica,5200,5200,12480,2400,81494
2015,MG,3143609,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3160405,Café (em grão) Arábica,20,20,23,1150,143
2019,MG,3118809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3144359,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3103405,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3129657,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3157708,Café (em grão) Arábica,98,98,206,2102,2850
2013,MG,3128402,Café (em grão) Arábica,50,50,48,960,190
2013,MG,3125002,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3124302,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3141405,Café (em grão) Arábica,5,5,2,400,8
2020,MG,3114808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3106200,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3102506,Café (em grão) Arábica,255,255,367,1439,2839
2015,MG,3116001,Café (em grão) Arábica,2550,2550,3519,1380,21114
2011,MG,3122009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3106002,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3150406,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3108305,Café (em grão) Arábica,610,610,1098,1800,8033
2018,MG,3170503,Café (em grão) Arábica,8,8,7,875,46
2018,MG,3107208,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3106408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3102308,Café (em grão) Arábica,7,7,5,714,63
2019,MG,3137809,Café (em grão) Arábica,3639,3639,5676,1560,37840
2019,MG,3139300,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3159803,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3110400,Café (em grão) Arábica,1540,1540,1036,673,6854
2017,MG,3152709,Café (em grão) Arábica,2,2,2,1000,13
2017,MG,3149408,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3144904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3158201,Café (em grão) Arábica,3,3,3,1000,60
2016,MG,3114501,Café (em grão) Arábica,150,150,225,1500,1688
2016,MG,3130101,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3114105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3112802,Café (em grão) Arábica,2195,2195,2897,1320,18179
2012,MG,3129608,Café (em grão) Arábica,606,606,2547,4203,16859
2012,MG,3151909,Café (em grão) Arábica,24,24,29,1208,149
2023,MG,3129509,Café (em grão) Arábica,6000,6000,10008,1668,138467
2023,MG,3130804,Café (em grão) Arábica,526,526,852,1620,12354
2013,MG,3145109,Café (em grão) Arábica,9727,9727,21185,2178,95333
2013,MG,3156403,Café (em grão) Arábica,5000,5000,10500,2100,48825
2020,MG,3137601,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3118403,Café (em grão) Arábica,4793,4793,5081,1060,26309
2011,MG,3130051,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3101102,Café (em grão) Arábica,350,350,420,1200,2635
2018,MG,3128204,Café (em grão) Arábica,140,140,168,1200,1119
2018,MG,3119955,Café (em grão) Arábica,42,42,126,3000,840
2018,MG,3171303,Café (em grão) Arábica,1170,1170,1825,1560,12593
2015,MG,3143450,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3166808,Café (em grão) Arábica,17150,17150,25170,1468,363915
2021,MG,3152006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3169703,Café (em grão) Arábica,522,522,626,1199,4038
2019,MG,3122470,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3105707,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3138674,Café (em grão) Arábica,6300,6300,7560,1200,52149
2014,MG,3118809,Café (em grão) Arábica,10,10,3,300,18
2014,MG,3102100,Café (em grão) Arábica,20,20,16,800,104
2014,MG,3105400,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3104106,Café (em grão) Arábica,1225,1225,1911,1560,13377
2014,MG,3155504,Café (em grão) Arábica,10350,10350,19562,1890,146715
2017,MG,3108107,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3123858,Café (em grão) Arábica,380,380,456,1200,9234
2022,MG,3135308,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3168705,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3150539,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3111606,Café (em grão) Arábica,15376,15376,38440,2500,275230
2016,MG,3123528,Café (em grão) Arábica,4600,4600,8280,1800,62100
2010,MG,3160009,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3116605,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3113107,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3152808,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3116001,Café (em grão) Arábica,2425,2425,2765,1140,17475
2014,MG,3137205,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3157807,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3116209,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3123106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3121605,Café (em grão) Arábica,680,680,1225,1801,8747
2016,MG,3128253,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3101904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3113800,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3163300,Café (em grão) Arábica,2,2,1,500,5
2012,MG,3163805,Café (em grão) Arábica,1400,1400,1512,1080,9242
2012,MG,3108255,Café (em grão) Arábica,NA,NA,NA,NA,NA
2014,MG,3157203,Café (em grão) Arábica,50,50,45,900,293
2022,MG,3162658,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3106507,Café (em grão) Arábica,176,176,275,1563,5617
2022,MG,3163904,Café (em grão) Arábica,3900,3900,5733,1470,116093
2022,MG,3130002,Café (em grão) Arábica,580,580,696,1200,14068
2016,MG,3162658,Café (em grão) Arábica,200,200,420,2100,2940
2016,MG,3142502,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3148202,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3103801,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3100708,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3163201,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3136900,Café (em grão) Arábica,4790,4790,9197,1920,59964
2012,MG,3148202,Café (em grão) Arábica,2,2,2,1000,12
2012,MG,3154150,Café (em grão) Arábica,2940,2940,3704,1260,23409
2017,MG,3111150,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3107703,Café (em grão) Arábica,3,3,3,1000,24
2017,MG,3109006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3131109,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3119401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3120904,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3123908,Café (em grão) Arábica,310,310,490,1581,2847
2023,MG,3167301,Café (em grão) Arábica,2,2,3,1500,41
2017,MG,3112000,Café (em grão) Arábica,5800,5800,8004,1380,60670
2016,MG,3136652,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3137700,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3117836,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3140001,Café (em grão) Arábica,30,30,81,2700,567
2012,MG,3126000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3171105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3120300,Café (em grão) Arábica,3,3,7,2333,144
2022,MG,3129509,Café (em grão) Arábica,6500,6500,7410,1140,152303
2022,MG,3166709,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3102852,Café (em grão) Arábica,3435,3435,6801,1980,139964
2016,MG,3129202,Café (em grão) Arábica,3115,3115,4672,1500,35040
2016,MG,3117900,Café (em grão) Arábica,350,350,525,1500,4260
2016,MG,3133105,Café (em grão) Arábica,NA,NA,NA,NA,NA
2016,MG,3157401,Café (em grão) Arábica,100,100,96,960,691
2010,MG,3159605,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3154705,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3101706,Café (em grão) Arábica,480,480,216,450,1155
2012,MG,3106606,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3128204,Café (em grão) Arábica,155,155,167,1077,1019
2012,MG,3128402,Café (em grão) Arábica,50,50,48,960,244
2012,MG,3154309,Café (em grão) Arábica,82,82,52,634,281
2023,MG,3152006,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3137700,Café (em grão) Arábica,9190,9190,9600,1045,65760
2017,MG,3151503,Café (em grão) Arábica,10650,10650,14500,1362,106575
2017,MG,3161809,Café (em grão) Arábica,NA,NA,NA,NA,NA
2017,MG,3147600,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3164308,Café (em grão) Arábica,5250,5250,6930,1320,140333
2010,MG,3169356,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3125002,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3119906,Café (em grão) Arábica,NA,NA,NA,NA,NA
2023,MG,3132008,Café (em grão) Arábica,4,4,3,750,42
2023,MG,3153509,Café (em grão) Arábica,5000,5000,5400,1080,74439
2014,MG,3144706,Café (em grão) Arábica,50,50,90,1800,558
2017,MG,3162203,Café (em grão) Arábica,294,294,490,1667,3660
2017,MG,3160306,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3105301,Café (em grão) Arábica,290,290,322,1110,6682
2022,MG,3103405,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3137304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2022,MG,3152600,Café (em grão) Arábica,100,100,150,1500,3056
2016,MG,3171709,Café (em grão) Arábica,650,650,1040,1600,7800
2010,MG,3142106,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3106101,Café (em grão) Arábica,NA,NA,NA,NA,NA
2010,MG,3120706,Café (em grão) Arábica,NA,NA,NA,NA,NA
2012,MG,3121803,Café (em grão) Arábica,95,95,76,800,452
2012,MG,3112604,Café (em grão) Arábica,NA,NA,NA,NA,NA
2013,MG,3135407,Café (em grão) Arábica,25,25,10,400,47
2013,MG,3152303,Café (em grão) Arábica,930,930,1116,1200,4464
2013,MG,3144102,Café (em grão) Arábica,6617,6617,8933,1350,40199
2013,MG,3161304,Café (em grão) Arábica,NA,NA,NA,NA,NA
2020,MG,3150703,Café (em grão) Arábica,NA,NA,NA,NA,NA
2015,MG,3114550,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3107000,Café (em grão) Arábica,NA,NA,NA,NA,NA
2011,MG,3157401,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3154507,Café (em grão) Arábica,NA,NA,NA,NA,NA
2018,MG,3128709,Café (em grão) Arábica,5600,5600,10080,1800,75600
2018,MG,3130101,Café (em grão) Arábica,23,23,18,783,108
2018,MG,3152402,Café (em grão) Arábica,80,80,58,725,348
2021,MG,3164803,Café (em grão) Arábica,NA,NA,NA,NA,NA
2021,MG,3100104,Café (em grão) Arábica,165,165,297,1800,4356
2019,MG,3107208,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3140506,Café (em grão) Arábica,NA,NA,NA,NA,NA
2019,MG,3125903,Café (em grão) Arábica,55,55,46,836,291
2014,MG,3123403,Café (em grão) Arábica,204,204,245,1201,1789
2014,MG,3104908,Café (em grão) Arábica,1392,1392,1503,1080,10521
2014,MG,3131307,Café (em grão) Arábica,20,20,24,1200,156
2014,MG,3170529,Café (em grão) Arábica,1560,1460,1752,1200,12527
